
2	1500		19.047	19.102	19.451	19.125	19.341	19.612	19.319	19.388	19.352	19.407	19.487	19.390	19.696	19.408	19.600	
2	1750		25.325	26.956	23.570	26.215	23.636	25.507	27.563	23.477	26.208	23.736	25.622	27.349	23.606	25.642	23.658	
2	2000		39.038	38.985	39.157	38.974	39.282	39.191	38.999	38.807	39.011	39.124	39.552	39.566	38.744	39.317	39.297	
2	2200		52.178	50.278	50.978	53.584	51.530	50.266	54.666	51.343	50.159	50.698	53.850	51.065	50.676	54.722	51.773	
4	1500		10.049	11.647	11.131	10.341	9.913	9.551	10.940	11.253	10.524	10.074	9.576	9.482	10.786	11.350	10.535	
4	1750		13.362	16.066	12.430	14.218	15.475	13.601	14.474	13.040	14.375	15.427	13.500	14.199	15.618	12.672	15.396	
4	2000		20.392	23.244	20.707	23.754	20.676	23.612	20.873	24.440	21.102	23.144	21.603	23.786	20.348	23.236	21.027	
4	2200		31.559	28.941	29.615	28.187	33.280	28.433	29.686	30.996	28.905	29.036	28.897	31.941	29.748	28.315	31.683	
8	1500		5.741	6.403	5.520	5.285	6.306	6.353	4.649	5.827	6.429	5.621	5.427	6.347	6.388	4.716	5.891	
8	1750		8.876	8.653	8.534	8.364	8.440	8.574	8.519	8.397	8.614	9.339	8.412	8.033	8.061	8.128	8.057	
8	2000		13.587	11.855	13.625	14.043	12.610	13.440	12.491	13.598	12.894	13.264	11.443	14.005	11.526	13.822	11.778	
8	2200		18.810	18.014	18.284	18.067	17.836	17.099	17.702	18.058	16.960	17.144	18.170	19.580	18.563	18.006	17.976	
16	1500		2.944	3.188	3.193	3.064	3.214	2.741	3.200	3.231	2.973	3.177	2.763	3.224	3.290	3.197	3.189	
16	1750		4.924	4.162	4.779	3.901	4.828	4.359	4.602	4.845	3.826	4.838	4.693	4.429	4.846	3.473	4.953	
16	2000		7.274	7.179	6.956	6.973	7.233	7.282	7.693	7.398	7.516	7.509	7.761	7.722	7.269	7.708	6.658	
16	2200		9.804	10.055	10.530	9.875	9.981	9.992	10.575	10.088	9.950	10.404	10.307	10.310	10.113	10.042	10.101	
32	1500		1.783	1.990	1.782	1.768	1.768	1.502	1.870	2.264	2.094	1.792	1.993	1.798	1.575	1.787	1.776	
32	1750		2.490	2.436	2.449	2.187	2.482	2.478	1.818	2.496	2.493	1.649	2.435	2.482	2.595	2.566	2.384	
32	2000		3.957	3.753	4.050	3.635	4.026	3.898	3.996	4.044	3.837	3.965	3.628	3.989	3.362	4.016	3.916	
32	2200		5.482	5.620	6.098	4.955	5.711	5.810	5.643	5.621	5.107	5.446	6.177	5.845	5.636	6.278	5.442	
